Ageofplant,soilmoisture,soilhumus,temprature,humidity,waterrequired
571,399,63,88,61,7838
4542,472,30,100,364,5188
624,80,85,201,274,9637
2447,466,440,112,479,2784
877,65,357,228,476,6426
1359,265,117,429,324,9244
2629,76,292,2,297,3646
1904,42,236,280,9,4892
1412,273,398,11,75,1471
166,376,141,43,205,3213
2124,200,258,30,263,2974
3959,237,401,218,18,1477
4093,73,301,195,233,5613
2853,329,53,493,359,8767
1132,64,430,235,414,1529
1806,351,61,302,243,1126
1358,206,223,294,247,5002
3363,163,273,270,455,5505
4086,490,180,12,244,2056
3840,407,19,250,429,8918
1614,18,138,429,446,6592
1016,81,286,479,256,9874
1963,72,73,448,380,9399
1621,147,225,50,392,2292
827,419,248,105,146,2652
3034,305,271,155,359,4590
1448,335,258,334,253,1770
1713,337,326,166,494,3836
1121,185,215,260,435,3893
3222,423,273,258,154,5257
4798,237,289,42,120,4427
2893,370,1,234,215,5668
4651,461,114,23,248,9127
4526,345,474,349,241,9048
2692,82,265,398,96,3166
2846,141,254,246,348,225
2502,329,294,438,42,6462
2007,298,83,92,264,4269
1441,199,89,494,11,7665
4901,162,351,231,149,7169
2031,5,405,60,356,5132
4561,24,460,340,58,8893
1534,460,391,53,36,8430
4143,285,71,394,471,7986
2657,111,456,233,92,466
2799,76,489,199,379,9218
4943,285,22,192,184,7810
2016,192,269,365,440,3506
2614,55,382,250,80,4384
1391,17,87,460,186,982
2370,44,224,365,494,668
4118,311,265,489,369,5529
2299,70,32,73,447,5150
2191,286,67,92,135,3643
1749,343,411,451,436,2912
408,250,211,430,1,9663
575,110,348,28,286,8664
977,404,61,99,61,5819
4984,192,13,144,355,5293
1530,374,143,130,468,1848
854,485,437,26,34,7070
4094,177,192,141,467,5696
4288,170,448,455,93,874
2567,274,496,344,322,6021
4472,498,4,392,399,572
1334,376,254,55,251,9287
4335,398,458,186,483,8284
4590,494,144,140,42,4744
4209,66,174,381,330,5200
4042,314,109,179,479,1857
3960,120,383,22,133,7566
2144,136,203,205,27,319
1571,44,120,287,211,5938
4191,199,498,154,290,1972
3990,41,403,367,430,6124
3855,456,64,246,40,5901
1256,438,289,430,103,9402
4120,90,462,66,374,7320
3513,462,109,81,489,9577
1656,148,321,165,140,3617
3473,37,482,83,259,7270
4737,103,348,92,183,6010
2691,192,117,150,423,5561
1146,500,448,103,497,4372
1886,418,53,276,110,6092
2659,357,386,288,216,2402
4340,400,8,379,376,8469
2332,498,456,307,458,9326
4854,283,271,302,189,1526
627,257,233,451,434,6634
1908,382,395,224,155,333
1510,452,52,197,109,911
1642,189,109,134,134,5293
1550,164,277,343,185,6575
2845,454,495,39,427,5827
2882,389,195,400,446,6763
2669,137,438,300,362,7708
2071,110,334,370,296,391
2963,150,324,346,497,861
885,300,314,348,365,7513
4541,101,271,466,166,6525
2806,323,287,435,408,9609
2221,109,394,283,206,4385
3560,364,344,100,441,9154
259,206,115,348,172,2976
4812,243,486,307,485,2568
3745,384,336,352,100,3595
1674,108,187,235,500,7602
1484,183,296,2,485,4525
2450,70,464,198,94,2798
2124,316,299,372,357,4603
3736,258,278,228,269,9716
230,14,256,392,474,1974
1529,298,348,306,258,7223
136,194,151,445,156,9002
1692,354,290,77,282,7711
702,149,373,4,499,6466
4951,17,144,324,461,3366
1755,305,204,149,396,4085
641,238,50,271,371,8245
3547,128,94,116,303,7338
4420,496,115,388,53,1386
3491,214,436,143,299,7554
4388,488,156,462,377,3194
3364,152,47,198,126,5660
3575,347,161,230,418,9750
711,417,188,325,102,822
428,368,213,61,275,151
1270,287,311,146,385,357
1989,410,92,144,147,9920
2208,33,63,421,328,7039
2084,377,45,21,500,5902
2396,393,465,163,399,3869
760,104,360,453,133,2456
2899,406,123,421,393,6236
551,392,372,232,120,6365
3930,125,354,485,52,3066
2391,182,324,51,173,2622
3887,479,182,498,437,5705
674,394,243,165,225,7847
89,79,219,411,86,7913
4861,102,496,95,341,8195
632,99,407,389,167,6292
2773,41,213,274,231,1861
2684,162,359,30,437,9965
3213,282,115,248,458,6983
1391,470,302,330,435,6530
3409,205,87,10,346,5561
1565,248,60,365,179,6139
3690,149,196,332,126,3976
998,231,72,464,457,9545
1333,362,306,315,460,9531
2436,332,147,140,347,8424
3271,275,238,235,17,1629
1735,86,36,36,336,3025
4288,102,316,258,132,6712
3450,311,329,470,204,5293
2017,456,286,111,364,9998
704,240,196,160,481,9499
3892,500,345,391,15,4489
879,205,3,212,415,4003
3834,363,310,427,45,7399
3589,319,448,109,465,7756
837,388,276,205,20,6
4434,151,84,472,152,7483
4759,17,438,239,229,5397
4359,65,11,35,151,4726
4003,46,404,150,240,7664
2033,390,490,425,89,5482
3400,326,333,299,270,8933
600,405,150,177,412,9416
3882,426,240,155,199,8733
3230,195,78,119,438,8210
917,255,120,135,441,154
3552,68,295,8,256,972
2609,5,98,249,417,174
2102,91,139,251,215,1033
4651,402,381,469,191,100
2757,474,194,407,18,5670
4253,111,433,121,46,1210
2991,265,240,334,67,886
4545,410,193,151,392,9485
3718,67,99,69,57,8928
4697,79,480,276,239,3551
4821,115,161,165,262,7036
3724,398,54,259,404,7700
1990,192,259,10,245,7102
868,411,319,109,74,1599
358,295,495,316,440,7332
1837,239,148,379,158,7501
1294,474,6,380,263,1893
4340,361,108,130,494,7481
3106,49,357,451,124,791
2826,254,202,480,58,3862
2447,348,16,362,456,6759
1856,56,203,212,283,7910
314,233,249,408,12,532
4679,219,230,93,368,1323
1779,424,358,241,384,3154
1232,485,459,54,381,7847
3002,20,429,89,251,1359
1739,9,363,401,348,8700
544,242,39,23,307,6038
2046,194,124,425,9,5114
4260,242,42,180,86,8806
3159,406,105,311,219,5334
2215,84,243,308,71,5043
3567,453,56,254,232,5831
1320,169,66,500,370,7798
3618,160,125,246,26,3517
3991,308,188,162,245,1937
3251,60,415,28,148,5842
2700,242,85,491,426,1102
4231,101,20,344,129,5556
2753,39,3,157,495,6915
695,412,327,191,93,3663
3687,317,77,387,7,9513
1386,476,306,4,348,987
1896,156,94,350,75,9062
4283,355,314,32,455,8070
4009,165,123,275,234,7218
29,195,485,284,462,81
2897,285,270,482,355,3718
4812,157,33,60,120,1066
229,408,366,131,393,659
3214,170,26,379,110,598
3008,357,147,267,3,8783
1225,301,488,27,338,1175
749,333,498,237,416,4164
2399,229,297,177,300,968
2922,334,332,368,85,8434
799,365,254,213,405,7581
46,80,95,244,235,2269
805,460,303,116,8,192
1966,370,461,205,166,5424
1914,102,187,331,307,6291
2249,407,148,460,30,9088
2737,227,133,304,159,4271
4627,165,291,33,19,8096
2305,391,126,228,127,1322
1421,410,36,242,18,1450
4369,451,170,175,267,5459
4524,132,275,200,417,8966
2994,496,110,416,77,3008
4075,414,217,288,354,7444
1798,67,14,433,372,3050
899,166,29,37,330,6399
2369,407,358,217,335,468
2456,39,72,84,210,2268
4239,428,155,451,245,5622
2656,299,332,178,29,8337
3161,245,258,87,134,7391
2610,200,198,403,330,4451
133,336,368,448,457,5408
450,276,258,463,382,4660
1441,285,466,269,199,2957
3886,143,452,410,493,9446
3969,92,385,389,279,3309
1440,339,175,350,364,5176
1378,409,406,150,40,1882
4789,391,485,348,135,2581
2971,485,298,261,438,1367
4302,368,388,54,215,4388
3013,173,399,33,357,8394
1129,131,332,226,213,4311
4490,355,246,259,471,9507
4899,467,115,98,7,9065
133,476,111,245,198,7447
699,306,331,88,295,5633
720,67,452,366,456,6104
2300,296,459,462,16,9748
3580,76,129,43,293,4587
1940,94,305,322,153,1728
1935,436,442,289,484,513
1575,241,486,321,403,2184
4989,77,25,25,362,3827
1476,12,88,499,25,8624
3256,141,258,386,335,8793
2342,30,231,22,350,9952
4807,440,324,313,356,9733
3786,181,44,306,329,8541
2861,396,322,352,104,558
476,434,243,499,450,9288
3370,384,364,49,495,9701
1869,315,32,387,298,2177
779,169,217,487,287,3840
4675,263,191,36,26,3356
4005,457,286,28,167,9336
3125,288,283,137,312,7022
3545,326,493,413,134,6698
1425,16,12,135,394,399
3004,266,121,192,493,107
1576,11,168,316,381,1953
2684,32,132,92,86,1134
1837,187,291,464,410,5178
632,194,198,182,127,3850
3137,24,475,361,198,1530
4484,455,122,333,141,4647
2758,382,132,209,327,2756
4903,25,203,213,225,6676
4583,456,48,369,51,1515
4540,211,496,6,131,4621
4442,475,347,439,232,7157
1297,438,429,15,140,4296
2801,216,314,471,213,1952
279,330,220,186,137,133
3964,49,470,484,50,8574
2972,433,144,221,277,2622
296,264,432,395,291,1114
3133,453,160,467,370,7134
3507,201,186,312,267,8635
3516,498,236,472,88,466
4210,451,266,295,371,9479
3180,54,316,127,401,897
2171,297,187,419,134,4887
426,89,102,13,264,6114
4070,397,316,55,382,7333
4368,86,230,425,248,4109
2324,434,299,76,367,1408
608,210,349,179,326,5241
580,158,311,58,184,301
2387,279,267,215,439,4403
2774,436,497,298,387,4675
435,213,294,124,9,7020
782,210,360,319,42,6263
3128,82,60,19,447,890
3822,170,1,319,154,3294
2524,227,303,79,385,7173
1739,264,197,334,125,4383
2755,75,401,461,168,4725
4404,153,68,236,324,1541
820,417,224,73,445,7722
3363,185,413,320,238,2510
3951,270,349,419,227,9620
185,424,238,69,152,7723
489,5,269,182,358,6304
1334,494,246,487,122,2738
4593,456,115,481,455,2683
4758,460,274,408,130,8710
36,297,166,342,418,6808
1545,290,55,39,210,9795
3570,194,127,279,438,1960
4834,382,382,110,292,7735
2604,309,243,400,352,1347
1732,444,174,390,148,6448
1142,242,136,490,359,815
3286,91,354,228,279,1231
3298,179,295,271,113,217
3078,429,162,100,26,6955
4327,204,5,64,253,3254
4890,9,321,416,169,2834
4834,110,349,303,456,1024
2167,120,496,313,317,9678
2038,239,479,229,458,2665
4527,350,79,229,315,6912
1841,478,109,224,178,7912
502,103,259,394,163,1385
846,78,496,150,311,1888
1233,109,81,37,78,2577
1670,170,1,129,182,3681
911,427,145,298,272,6520
447,54,426,35,47,8255
4921,315,227,46,152,1493
1904,78,127,368,400,4527
2514,325,155,325,370,2604
446,133,13,463,261,1326
609,247,269,146,94,8108
1477,45,185,326,223,4682
355,484,344,254,482,8190
1294,369,107,108,419,3634
941,21,451,459,199,2739
781,302,70,284,272,5710
3421,479,446,313,393,3956
3602,164,218,107,119,889
1251,335,448,480,53,6152
4654,50,289,5,389,4081
1519,142,364,485,101,4488
2528,405,474,376,93,9419
1281,243,484,30,206,2103
1329,359,232,268,456,706
1181,305,427,464,40,3708
3483,167,18,233,159,4943
1575,381,190,406,37,7977
2777,163,122,272,440,2999
827,99,92,161,265,1033
3842,338,256,231,51,8885
1168,132,173,479,315,1381
1410,499,315,460,60,7581
1759,127,171,158,76,6875
3498,200,350,131,453,6257
1523,118,268,242,498,4843
301,342,466,327,489,6581
3219,81,290,11,182,1402
1494,272,398,365,350,7093
3505,461,172,214,218,4352
4662,344,330,99,336,3379
4407,333,165,167,393,8120
3594,483,187,492,492,5562
1912,485,174,165,450,8815
1421,159,340,114,254,6039
1586,49,481,466,180,3971
512,367,276,194,7,6284
2953,221,158,76,118,6747
1565,444,200,473,322,3115
3147,255,237,33,281,8212
3101,138,102,190,248,7995
3749,229,276,191,278,7649
2619,234,381,19,40,8489
798,379,419,39,406,956
1187,191,436,82,376,8186
818,177,309,493,351,9428
3837,31,111,401,466,6959
335,172,132,176,223,4930
2239,304,368,123,298,6859
2337,150,129,7,479,5133
2660,198,332,361,476,9137
885,74,393,44,136,5842
992,103,272,48,412,8699
2022,111,362,190,357,3385
4285,76,416,415,332,1976
2689,122,100,383,45,3881
1922,103,83,406,356,6361
2069,244,13,69,386,4953
554,95,284,50,174,6410
4371,262,201,496,254,2777
4849,495,317,399,185,3396
213,249,386,133,331,5085
841,14,453,302,262,3082
1719,204,181,338,158,1884
4688,367,376,145,455,7594
1401,374,84,133,177,5187
1171,41,500,394,369,7200
773,253,446,375,73,8819
1449,26,38,96,195,2972
2305,299,219,211,20,3772
341,163,98,64,329,1966
1670,126,11,251,475,608
2088,140,62,271,475,1552
339,84,498,415,225,8748
1528,65,490,52,486,3640
4754,270,34,238,460,4748
3936,463,280,128,273,6704
2212,256,309,365,498,7145
3896,156,348,485,221,1191
4281,401,282,70,282,5742
1592,279,182,126,463,3700
1709,343,456,9,193,528
438,35,95,188,137,5398
930,442,169,84,218,5047
1281,68,239,444,158,4037
605,365,17,172,150,9627
3162,143,234,418,378,5347
4488,73,412,349,489,4201
3110,488,73,67,360,2964
2552,259,18,197,452,3173
4124,392,102,296,413,9632
659,236,145,358,419,5204
4765,479,44,81,296,9876
4315,194,53,345,134,2501
2368,428,381,4,285,3714
2884,213,480,354,365,7617
3784,310,446,10,35,9059
3516,346,412,409,4,4274
2971,256,59,118,411,8642
1877,177,114,491,30,8036
4942,186,63,104,14,8822
3445,124,316,31,113,2319
1296,237,410,267,52,8218
4400,351,264,241,372,7870
2649,135,377,284,54,7863
3293,75,267,170,301,2839
2492,46,150,419,103,7239
2021,192,188,153,301,3990
804,375,189,323,233,3191
295,479,290,473,25,4335
3109,303,6,196,216,4578
1866,355,372,71,28,7200
2040,319,321,362,60,7601
3631,310,42,292,12,915
2128,26,87,374,475,8001
4352,436,430,72,340,2853
1432,317,379,259,142,3128
3087,485,271,420,469,5495
2097,105,467,264,57,1322
2013,117,24,60,10,9811
4792,449,132,83,320,3113
2034,441,377,361,96,8409
2298,352,192,142,330,5217
3866,333,38,413,370,6258
1825,344,260,93,263,7904
3142,270,483,10,427,7140
4059,445,250,1,54,8441
4347,482,14,429,492,3016
4883,448,239,177,353,9978
3752,366,56,49,33,742
3688,433,255,157,158,4154
1609,333,321,127,295,9391
2117,447,289,348,212,8912
3293,218,165,165,20,8987
1046,93,197,272,33,773
168,54,200,453,149,3678
3131,405,161,122,184,8184
1630,380,19,65,237,5073
3581,159,320,259,202,283
3162,369,334,214,41,3595
3646,390,79,246,369,935
1940,159,182,95,365,9113
2415,369,134,57,271,8586
34,362,83,299,418,7492
3313,423,39,435,143,253
811,103,106,401,184,5970
4985,346,114,412,338,5784
1789,467,12,73,115,150
3056,72,17,318,319,8302
517,310,332,336,84,7993
2163,132,40,250,94,4364
1738,129,197,175,363,1318
2554,300,266,407,128,7873
4085,377,65,27,180,9198
3348,334,122,383,198,5657
3427,100,37,133,59,8527
1529,221,145,81,407,2205
1373,63,489,79,192,9692
4608,312,339,408,402,3098
3157,303,55,242,374,3766
1333,402,133,254,405,5547
4335,99,44,94,486,5511
388,408,304,342,409,9010
4401,29,18,446,332,5664
3673,182,484,426,129,6247
3480,241,258,192,379,9719
893,54,357,89,88,2300
4425,106,236,234,431,8899
3410,6,122,371,22,4565
774,36,94,201,79,8628
1044,298,413,48,323,3284
688,316,73,478,358,5496
1682,297,252,485,272,3291
3365,401,23,43,156,2472
2762,461,266,79,306,7885
696,156,438,47,88,7025
1723,207,262,135,446,3304
265,262,358,377,409,5226
1725,198,168,352,349,803
2511,124,67,105,57,5239
3029,258,247,79,37,9437
878,111,235,40,497,1182
1542,17,315,347,484,7755
4946,69,367,171,393,4584
1371,422,178,282,62,1100
3825,164,218,325,191,1977
2823,119,395,365,465,4242
1195,308,393,61,81,5727
1811,281,225,82,396,345
4779,43,133,134,496,7517
2579,133,188,497,281,445
1339,442,496,375,133,8803
4097,266,486,361,114,884
1915,294,142,436,110,3098
205,464,91,343,9,6076
3843,437,13,170,170,1785
4697,175,256,139,460,5648
565,168,117,22,104,1463
1221,181,314,339,11,4942
1959,465,128,431,498,5589
4047,369,335,105,181,7383
270,132,292,488,9,684
2534,173,106,136,285,4148
2187,425,169,238,440,840
3867,357,369,245,216,2352
2378,76,230,348,55,7075
4305,255,260,417,364,9588
898,396,318,334,41,3767
295,255,287,434,474,6154
929,50,399,320,363,3371
3957,253,14,280,491,8849
3782,482,53,493,403,4830
2703,368,44,383,281,8847
1364,396,141,247,337,1021
4516,447,318,239,33,8960
4897,273,452,448,412,7568
460,489,115,80,195,1261
1063,34,125,316,196,6508
2095,385,153,495,221,7144
1713,69,416,203,143,7852
1023,53,323,240,295,3750
1992,187,225,405,369,7800
2837,117,125,257,462,666
4375,211,48,393,166,3085
871,23,452,235,248,9640
1209,133,200,258,89,371
723,309,295,295,157,6294
2146,400,98,330,9,5497
167,175,306,435,358,8280
426,419,257,454,280,1766
3002,208,472,37,289,895
889,46,367,490,446,1976
2807,156,401,241,478,2044
2788,163,391,164,221,3042
3264,478,197,312,406,8603
4127,78,293,188,22,3048
1932,13,230,125,252,2056
2250,323,483,343,310,7938
483,450,73,419,263,6767
3529,103,469,350,247,2926
1676,256,97,180,331,753
1578,336,69,470,496,4549
4543,229,6,210,317,3665
1158,399,182,220,96,1711
1163,309,373,221,214,6424
1375,454,180,132,386,7368
4001,457,379,250,272,798
2008,339,206,213,32,1047
1206,314,429,285,482,462
860,405,44,77,381,1734
644,218,119,274,477,3097
4407,141,202,263,74,4572
4988,472,479,279,146,2070
3428,418,354,404,224,8974
4046,216,472,393,209,6375
467,201,395,440,479,4448
1223,133,438,58,438,8691
1705,144,130,379,214,3445
4159,367,175,99,361,6977
598,346,377,174,190,1639
3607,449,438,423,319,7118
562,38,414,343,188,8667
2611,256,282,366,3,5752
4865,385,26,340,20,8112
1623,408,222,480,474,6203
3924,229,19,167,287,6582
871,305,70,159,21,9749
879,232,66,160,4,6545
4310,37,120,69,226,9243
4058,407,337,219,126,3316
2788,481,153,265,250,4125
1032,22,83,285,127,5114
3125,363,372,99,454,2753
3018,114,307,102,479,6610
1185,179,332,499,395,9063
973,498,350,498,422,3202
2810,482,44,176,350,2551
4894,44,164,352,92,9957
1365,373,80,317,159,2846
3582,269,16,343,222,7583
3294,213,151,397,173,3694
2547,321,324,214,412,2322
1003,326,159,274,22,8513
4472,457,158,419,1,4589
2273,50,454,254,297,5287
3245,105,373,1,353,9448
2379,119,180,114,160,6502
2541,11,57,481,146,6276
1693,127,52,121,157,7889
3780,297,187,462,407,7249
1171,97,317,408,132,5774
1424,295,66,298,489,4933
2356,209,485,73,463,5585
4743,418,243,179,8,9905
813,463,243,362,493,103
68,52,212,69,463,343
4717,499,479,373,389,8772
1071,102,283,216,363,8713
766,6,419,287,20,9505
1322,159,152,249,321,5341
3262,203,202,196,161,2048
1030,493,84,39,317,2028
4702,461,144,303,392,2060
2899,91,478,276,336,7455
2629,405,162,475,429,5409
1128,75,188,361,413,2780
1849,118,191,76,35,9804
4843,287,195,253,324,7080
4772,355,232,315,288,1614
1832,10,423,132,61,9038
3210,262,144,366,341,1628
2052,29,87,225,322,5284
4088,73,494,16,367,2751
249,168,417,460,463,4001
569,59,358,64,55,4127
1391,197,459,306,68,8618
3071,71,366,342,271,6809
532,91,346,268,105,2819
3158,365,375,418,30,6898
2861,184,202,340,355,5086
720,180,471,60,316,9245
674,18,417,56,143,6227
1229,72,201,205,379,2467
4787,241,479,145,17,1537
3293,123,195,362,249,1399
441,439,418,436,383,7871
1843,87,313,227,478,1099
128,310,336,41,29,4879
2271,348,117,356,210,5695
3601,153,178,455,73,8343
4000,277,373,98,499,3893
4846,107,259,443,392,9700
2827,469,275,384,185,1575
2076,396,48,351,473,4828
4464,66,101,147,354,2592
2954,185,297,278,180,7246
1109,141,93,114,247,7269
3274,230,32,37,448,6746
3959,384,58,107,190,2579
3340,97,338,392,454,9511
1851,227,385,170,388,1143
3868,173,19,174,60,1992
4304,454,75,480,388,7003
924,326,72,260,96,5217
1765,375,461,247,219,8788
2199,39,298,475,114,2091
4290,204,450,212,242,879
3126,354,132,120,469,7641
322,182,202,18,394,2444
3568,199,296,370,14,5512
3935,496,410,299,88,6115
3781,213,333,461,144,7411
1993,264,126,18,444,6861
3502,371,305,439,262,9685
2324,470,106,141,225,4802
2772,398,305,251,212,9502
3235,249,278,151,378,9540
3103,125,245,193,265,1547
